Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
4,4,2,17,1,7,5,4,1,1,53,0,1,0,1,768,4,400,4,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,1,1
2,2,6,6,1,1,3,3,1,1,29,1,1,0,1,9691,13,300,1,4,4,0,3,0,0,0,0,2,1,1,1,-1.0,1,1
2,3,6,17,1,5,4,2,1,2,35,0,1,0,1,8604,15,400,3,4,4,0,5,0,0,0,3,0,1,1,1,-1.0,1,1
11,2,0,5,1,6,12,2,1,1,38,0,0,0,0,14458,2,400,4,4,4,0,5,0,0,0,0,0,1,2,0,-1.0,0,1
3,1,0,13,1,1,4,2,1,2,35,0,0,0,1,1055,14,700,3,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,1
7,3,2,5,1,6,8,4,1,1,55,0,0,0,3,2144,13,400,4,4,4,1,6,0,0,0,0,0,1,0,0,-1.0,2,1
6,1,2,17,1,6,7,1,1,1,43,0,1,0,1,12740,11,400,3,4,4,3,6,0,0,0,6,0,1,2,1,-1.0,1,1
5,1,2,13,1,6,6,2,1,2,22,0,0,0,0,13264,3,400,4,4,4,3,4,1,0,0,6,0,1,2,0,-1.0,0,1
5,4,1,6,1,6,2,1,1,2,44,0,0,0,2,5303,11,400,4,4,4,1,6,0,0,0,0,0,1,0,0,-1.0,1,1
1,2,5,15,1,2,2,3,1,1,39,0,1,0,1,13961,2,400,2,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,1,1
4,1,1,13,1,6,5,1,0,1,43,0,0,0,0,9056,6,400,2,4,4,0,7,0,0,0,6,0,1,1,0,-1.0,0,1
3,1,3,9,1,2,4,1,1,1,44,0,0,0,5,9867,8,400,1,4,4,0,6,0,0,0,3,0,1,1,0,-1.0,2,1
1,1,2,5,1,7,2,2,0,1,51,0,1,0,3,5555,12,400,3,4,4,1,7,0,0,0,0,0,1,0,1,-1.0,2,1
3,4,3,13,1,6,8,2,1,1,58,0,0,0,2,1600,5,400,4,4,4,3,7,0,0,0,6,0,3,0,0,-1.0,1,1
9,5,1,9,1,7,3,1,1,2,68,0,0,0,1,119,9,400,3,4,4,3,4,0,0,0,0,0,1,0,0,-1.0,1,1
7,1,2,9,1,2,8,1,1,1,41,0,4,1,5,10521,12,400,3,4,4,0,6,0,0,0,6,0,1,1,1,-1.0,2,1
3,1,2,2,1,2,4,2,1,1,43,0,0,0,2,1063,6,400,3,4,4,3,6,0,0,0,6,0,1,0,0,-1.0,1,1
11,2,6,13,1,2,12,3,1,1,40,0,1,0,1,14572,1,400,2,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,1,1
2,2,5,13,1,5,3,3,1,2,28,0,0,0,2,8573,5,400,3,4,4,0,5,0,0,0,3,0,1,1,0,-1.0,1,1
5,2,5,6,1,6,2,2,1,2,0,0,0,0,5,5061,7,400,4,4,4,3,0,0,0,0,0,0,1,0,0,-1.0,2,1
1,4,1,9,1,7,2,4,1,1,30,0,0,0,0,5857,7,400,1,4,4,3,5,0,0,0,0,0,1,0,0,-1.0,0,1
6,3,3,9,1,2,7,3,0,1,28,0,1,0,1,4579,8,400,2,4,4,3,3,0,0,0,3,4,2,0,1,-1.0,1,1
4,2,4,17,1,5,5,2,1,1,51,0,1,0,1,565,9,400,1,4,4,3,7,0,0,0,0,0,1,0,1,-1.0,1,1
2,4,4,13,0,7,5,1,1,1,41,0,1,0,1,229,1,400,2,4,4,1,6,0,0,0,3,0,1,0,1,-1.0,1,1
7,4,3,0,1,7,8,5,1,1,49,0,1,0,2,11087,9,400,1,4,4,5,7,0,0,0,0,0,1,1,1,-1.0,1,1
1,3,4,13,1,1,2,3,1,1,32,0,0,0,0,5776,5,400,2,4,4,1,6,0,0,0,0,4,2,0,0,-1.0,0,1
10,1,2,0,1,2,1,4,1,2,58,0,0,0,5,6823,5,400,2,4,4,3,7,0,0,0,1,0,1,1,0,-1.0,2,1
7,3,5,13,1,5,8,3,1,1,55,0,1,0,2,2042,9,400,4,4,4,3,5,0,0,0,6,0,1,0,1,-1.0,1,1
11,1,3,13,1,6,12,2,1,2,21,0,1,0,1,6149,16,400,4,4,4,3,4,0,0,0,0,0,1,1,1,-1.0,1,1
9,5,1,5,0,6,3,2,1,2,37,0,6,2,5,8253,14,400,4,4,4,1,7,0,0,0,6,0,1,1,0,-1.0,2,1
7,5,4,17,1,5,1,4,1,1,61,0,0,0,2,2469,15,400,4,4,4,5,7,0,0,0,0,0,1,0,0,-1.0,1,1
7,3,4,6,1,5,8,3,1,2,0,0,1,0,5,2104,12,400,1,4,4,0,0,0,0,0,0,0,1,0,1,-1.0,2,1
4,5,2,2,1,5,4,2,1,1,35,0,0,0,1,937,14,400,4,4,4,1,4,0,0,0,0,0,1,0,0,-1.0,1,1
6,5,0,17,1,6,6,1,1,1,42,1,2,1,2,2143,7,500,1,4,4,0,7,0,0,0,6,2,2,0,2,-1.0,1,1
0,3,2,5,0,2,9,1,1,2,34,0,1,0,1,2923,6,400,4,4,4,3,5,0,0,0,0,0,1,0,1,-1.0,1,1
9,3,1,9,1,7,10,3,1,1,34,1,0,0,1,7396,13,300,4,4,4,1,4,0,0,0,0,2,1,1,0,-1.0,1,1
5,4,2,13,0,5,6,5,1,1,35,0,0,0,1,5269,5,400,3,4,4,3,6,0,0,0,1,0,1,0,0,-1.0,1,1
8,4,0,9,1,1,9,4,1,2,35,0,1,0,1,12504,7,400,3,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,1,1
9,2,0,9,1,2,10,3,1,1,43,1,1,0,2,1021,5,500,4,4,4,1,7,0,0,0,0,2,1,0,1,-1.0,1,1
4,2,0,6,0,7,5,2,0,2,31,0,0,0,0,450,4,400,1,4,4,1,4,0,0,0,0,0,1,0,0,-1.0,0,1
4,3,1,9,1,6,5,4,1,1,30,0,1,0,2,647,13,400,2,4,4,3,5,0,0,0,6,0,1,0,1,-1.0,1,1
3,3,0,18,1,5,8,3,1,2,45,1,0,0,5,7651,3,500,4,4,4,0,6,0,0,0,6,2,1,1,0,-1.0,2,1
6,5,4,0,1,7,6,2,1,1,57,0,6,2,5,13226,2,400,3,4,4,0,7,0,0,0,0,0,1,2,0,-1.0,2,1
4,2,5,6,1,1,5,4,1,2,0,0,0,0,5,543,12,400,4,4,4,0,0,0,0,0,0,0,1,0,0,-1.0,2,1
9,1,3,15,1,6,10,3,1,2,26,0,1,0,2,15309,11,400,3,4,4,3,5,0,0,0,1,0,1,2,1,-1.0,1,1
7,4,2,13,1,1,1,1,1,1,42,0,0,0,1,2318,1,400,2,4,4,1,6,0,0,0,0,0,1,0,0,-1.0,1,1
3,2,1,6,1,1,8,2,1,2,35,0,1,0,1,10088,3,400,4,4,4,3,4,0,0,0,1,0,1,1,1,-1.0,1,1
3,3,1,13,1,5,4,4,1,2,29,0,1,0,1,10255,9,400,2,4,4,1,5,0,0,0,1,0,1,1,1,-1.0,1,1
7,1,6,6,1,2,8,2,1,2,0,0,0,0,5,1676,15,400,4,4,4,0,0,0,0,0,0,0,1,0,0,-1.0,2,1
8,1,1,6,1,6,9,1,1,1,39,0,1,0,1,11915,5,400,4,4,4,1,6,0,0,0,6,0,1,2,1,-1.0,1,1
0,3,4,9,1,7,9,2,1,2,24,0,0,0,1,11682,4,400,4,4,4,0,4,0,0,0,1,0,1,2,0,-1.0,1,1
1,3,0,0,1,2,12,1,1,2,24,0,2,1,2,5799,15,400,2,4,4,3,5,0,0,0,1,0,1,0,2,-1.0,1,1
3,4,0,13,1,5,8,2,1,1,66,0,1,0,1,1559,6,400,2,4,4,1,6,0,0,0,6,0,3,0,1,-1.0,1,1
3,3,5,9,0,6,4,4,1,1,35,0,1,0,1,10101,6,400,2,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,1
1,2,6,17,1,5,2,3,1,1,38,0,0,0,5,5592,14,400,1,4,4,0,6,0,0,0,1,0,1,0,0,-1.0,2,1
11,3,0,6,1,2,12,3,1,1,46,0,1,0,1,14603,8,400,2,4,4,0,7,0,0,0,6,0,1,2,1,-1.0,1,1
5,4,3,6,1,1,6,5,1,1,19,0,4,1,5,5295,13,400,4,4,4,0,1,0,0,0,0,0,1,0,1,-1.0,2,1
10,3,1,13,1,7,11,4,1,2,35,0,1,0,2,7317,13,700,4,4,4,3,6,0,0,0,1,0,1,1,1,-1.0,1,1
3,2,4,6,1,2,4,4,1,1,42,0,1,0,2,1148,5,400,3,4,4,3,5,0,0,0,0,0,1,0,1,-1.0,1,1
8,2,5,13,1,1,7,3,1,1,37,0,0,0,1,3550,16,400,1,4,4,3,6,0,0,0,0,1,2,0,0,-1.0,1,1
0,4,3,6,1,5,9,1,1,1,56,0,1,0,2,11763,3,400,3,4,4,1,6,0,0,0,3,0,1,2,1,-1.0,1,1
0,3,4,6,1,5,9,3,1,1,51,0,4,1,5,2852,8,400,1,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,2,1
5,1,5,6,1,5,10,3,1,1,29,0,0,0,0,4899,16,400,2,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,0,1
8,2,3,2,1,5,9,3,0,2,27,0,1,0,1,12011,15,400,4,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,1,1
2,5,0,17,1,7,5,2,1,1,26,0,0,0,0,8960,10,400,4,0,4,1,3,0,0,0,0,0,1,1,0,-1.0,0,1
2,5,0,6,1,6,5,1,1,2,0,0,0,0,5,310,6,400,3,4,4,1,0,0,0,0,0,0,1,0,0,-1.0,2,1
8,3,2,13,1,2,9,4,1,1,48,0,1,0,1,12388,15,400,1,4,4,3,7,0,0,0,1,0,1,2,1,-1.0,1,1
4,2,1,6,1,7,5,2,1,1,37,0,0,0,1,539,5,400,2,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,1
4,1,6,0,1,2,5,3,1,1,54,0,0,0,5,406,7,400,4,4,4,5,7,0,0,0,3,0,1,0,0,-1.0,2,1
