Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
8,3,5,9,1,6,9,3,1,1,27,0,1,0,1,3015,8,400,2,4,4,0,5,0,0,0,6,0,1,0,1,-1.0,1,0
5,4,5,9,1,6,6,4,1,2,31,0,1,0,1,4824,7,400,4,4,4,3,5,0,0,0,6,1,1,0,1,-1.0,1,0
6,4,4,2,1,5,10,3,1,1,40,0,2,1,3,10823,8,400,2,4,4,3,7,1,0,1,1,0,1,1,2,-1.0,2,0
11,3,4,9,1,1,12,3,1,1,28,1,4,1,5,8236,2,400,1,4,4,0,4,0,0,0,3,0,1,1,1,-1.0,2,0
3,2,5,6,1,7,4,3,1,1,58,1,0,0,2,9931,7,400,2,4,4,3,6,0,0,0,0,0,1,1,0,-1.0,1,0
8,1,6,17,1,5,9,1,1,1,37,0,2,1,1,11508,11,400,2,4,4,3,5,0,0,0,1,0,1,2,2,-1.0,1,0
11,2,1,13,1,5,12,3,1,1,29,0,1,0,1,14522,3,400,2,4,4,1,5,1,0,0,0,0,1,2,1,-1.0,1,0
3,4,3,13,1,5,8,2,1,1,56,0,0,0,2,7916,11,400,4,4,4,3,6,0,0,0,0,0,1,1,0,-1.0,1,0
5,1,0,6,0,6,6,1,1,2,0,0,2,1,5,10988,13,400,4,4,4,3,0,0,0,0,0,0,1,1,2,-1.0,2,0
10,3,2,2,1,2,11,3,1,1,54,0,1,0,1,8437,13,400,3,4,4,3,6,0,0,0,0,0,1,1,1,-1.0,1,0
2,4,1,9,1,6,3,4,0,2,26,0,1,0,1,1349,15,400,3,4,4,0,4,0,0,0,0,0,1,0,1,-1.0,1,0
3,1,3,2,1,2,4,2,1,1,46,1,2,1,2,3637,8,400,3,4,4,3,7,0,0,0,3,0,1,0,2,-1.0,1,0
11,2,5,18,1,6,12,2,1,1,55,0,2,1,2,6444,14,400,4,4,4,1,7,0,0,0,6,0,1,1,2,-1.0,1,0
0,4,6,2,1,6,9,1,1,1,52,1,6,2,5,3180,15,400,4,4,4,3,7,0,0,0,6,0,1,0,0,-1.0,2,0
7,4,1,17,1,6,8,5,1,1,43,0,1,0,1,2380,3,400,3,4,4,0,6,1,1,0,3,0,1,0,1,-1.0,1,0
11,3,3,2,1,7,5,3,1,1,37,0,1,0,1,13674,10,400,3,4,4,3,7,0,0,0,1,0,1,2,1,-1.0,1,0
9,3,4,13,1,1,10,3,1,1,37,1,1,0,2,12768,4,400,4,4,4,3,6,0,0,0,1,0,1,2,1,-1.0,1,0
7,3,0,6,1,1,8,3,0,1,36,0,1,0,2,13915,8,400,1,4,4,1,6,0,0,0,0,0,1,2,1,-1.0,1,0
10,2,4,6,1,3,11,3,1,1,31,0,2,1,1,1503,2,400,2,4,4,3,5,0,0,0,6,0,1,0,2,-1.0,1,0
9,5,6,3,1,5,10,5,1,0,52,0,2,1,4,4487,14,400,2,4,4,3,6,0,0,0,0,0,1,0,2,-1.0,2,0
7,2,1,13,0,5,8,4,1,2,31,0,1,0,1,12096,9,400,2,4,4,1,5,0,0,0,0,0,3,2,1,-1.0,1,0
5,2,2,0,1,5,6,3,1,2,30,1,0,0,2,4539,7,400,1,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,1,0
8,2,0,9,1,6,9,4,1,1,42,0,1,0,1,12183,9,400,1,4,4,3,6,0,0,0,6,0,1,2,1,-1.0,1,1
0,3,5,5,1,7,1,3,1,1,42,0,0,0,3,14937,14,400,4,4,4,5,6,0,0,0,0,0,1,2,0,-1.0,2,0
10,3,3,17,1,2,11,3,1,1,34,0,1,0,1,8905,8,400,2,4,4,0,4,0,0,0,3,4,2,1,1,-1.0,1,0
1,4,1,6,1,1,2,4,0,1,47,0,2,1,1,8033,10,400,2,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,1,0
3,3,4,13,1,1,8,2,1,2,33,0,1,0,1,3057,8,400,4,4,4,0,5,0,0,0,0,0,1,0,1,-1.0,1,0
7,1,4,13,1,2,8,1,1,1,48,0,2,1,2,10726,15,400,1,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
6,5,5,6,1,7,6,2,1,1,35,0,2,1,1,1322,12,400,2,4,4,5,4,0,0,0,0,0,1,0,2,-1.0,1,0
10,4,1,17,1,7,3,3,1,2,31,0,0,0,0,13177,15,400,1,4,4,1,6,0,0,0,0,0,1,2,0,-1.0,0,0
11,4,1,9,1,2,12,4,1,1,79,0,1,0,2,8388,14,400,1,4,4,0,7,0,0,0,3,0,1,1,1,-1.0,1,0
1,4,5,6,1,7,2,4,1,1,55,0,0,0,0,2812,11,400,1,4,4,3,7,0,0,0,1,0,1,0,0,-1.0,0,0
4,4,3,6,1,2,4,2,1,1,24,0,2,1,1,787,9,400,2,4,4,5,4,0,0,0,0,0,1,0,2,-1.0,1,0
4,2,0,18,0,3,5,2,1,1,41,0,0,0,5,5335,3,400,2,4,4,3,7,0,0,0,3,4,2,0,0,-1.0,2,0
1,4,0,17,1,2,12,2,1,2,37,0,2,1,2,3028,12,400,2,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
2,1,2,6,1,2,3,2,1,1,49,0,2,1,1,9589,9,500,1,4,4,5,7,0,0,0,6,2,1,1,2,-1.0,1,0
4,4,5,17,1,6,5,4,1,2,39,0,1,0,1,5066,6,400,3,4,4,1,6,0,0,0,6,0,1,0,1,-1.0,1,0
4,3,2,9,1,2,5,3,1,1,73,0,2,1,2,13746,11,400,1,4,4,3,5,0,0,0,0,0,1,2,2,-1.0,1,0
2,2,2,2,1,2,3,2,1,1,26,1,1,0,1,12979,13,400,3,4,4,3,6,1,0,0,0,4,2,2,1,-1.0,1,0
8,2,6,17,1,5,9,2,0,2,33,0,2,1,0,14990,6,400,1,4,4,3,5,0,0,0,0,0,1,2,2,-1.0,0,0
5,3,6,0,1,6,2,1,1,1,36,0,6,2,5,5220,1,400,2,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,2,1
9,1,2,17,1,3,10,1,1,2,29,0,2,1,1,7226,11,400,4,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
8,2,1,0,1,6,9,2,1,1,42,1,2,1,2,5891,7,700,2,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
6,3,5,13,1,7,7,3,1,2,35,0,0,0,0,1869,13,400,3,4,4,0,5,0,0,0,6,0,1,0,0,-1.0,0,0
11,4,1,17,1,2,12,4,1,2,27,0,2,1,1,4801,1,400,4,4,4,3,5,0,0,0,0,0,1,0,2,-1.0,1,0
10,1,5,15,1,6,11,1,1,1,33,0,1,0,1,6504,15,400,2,4,4,3,5,0,0,0,0,0,1,1,1,-1.0,1,0
8,3,3,6,1,2,9,3,0,2,28,0,2,1,5,7558,9,400,4,4,4,0,4,0,0,0,0,0,1,1,2,-1.0,2,0
2,2,2,9,1,6,3,2,1,1,66,0,0,0,1,9808,4,400,1,4,4,0,7,0,0,0,0,4,2,1,0,-1.0,1,0
8,2,1,0,1,7,9,2,1,1,36,0,0,0,5,12052,2,400,4,4,4,3,6,0,0,0,3,0,1,2,0,-1.0,2,1
