Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
1,3,4,6,1,3,11,3,1,1,38,0,2,1,2,9049,8,400,2,4,4,1,7,0,0,1,6,0,1,1,2,-1.0,1,0
6,5,0,17,1,6,6,1,1,1,42,1,2,1,2,2143,7,500,1,4,4,0,7,0,0,0,6,2,2,0,2,-1.0,1,1
6,4,3,17,1,6,6,2,1,1,43,0,0,0,2,7239,11,400,3,4,4,3,6,0,0,0,0,0,1,1,0,-1.0,1,0
4,1,4,6,1,2,5,2,1,1,74,1,4,1,5,7054,3,400,2,4,4,0,7,0,0,0,1,0,1,1,1,-1.0,2,0
0,3,1,13,1,2,1,3,1,2,39,0,1,0,1,211,3,400,1,4,4,0,7,0,0,0,6,4,2,0,1,-1.0,1,0
9,4,5,17,1,7,10,4,1,1,48,1,2,1,3,7713,3,400,3,4,4,3,7,0,0,0,6,0,1,1,2,-1.0,2,0
3,3,1,13,1,6,4,4,0,2,35,0,2,1,5,5369,14,400,3,4,4,3,6,0,0,0,3,0,1,0,2,-1.0,2,0
4,2,6,17,1,2,5,3,1,1,36,0,0,0,1,10957,16,400,2,4,4,0,6,0,0,0,6,0,1,1,0,-1.0,1,0
7,3,1,2,1,7,8,3,1,1,66,0,6,2,5,2307,6,400,1,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,2,0
5,5,0,17,1,1,6,5,1,1,28,0,2,1,1,6027,5,400,3,4,4,3,6,1,0,0,6,0,1,0,2,-1.0,1,0
0,1,1,2,1,6,1,1,1,1,50,0,0,0,5,11467,11,400,1,4,4,1,4,0,0,0,0,1,2,2,0,-1.0,2,0
11,2,2,17,1,5,12,3,1,1,66,0,0,0,0,14172,9,400,4,4,4,0,7,0,0,0,0,0,1,2,0,-1.0,0,0
