Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
6,5,6,5,0,5,2,5,1,1,30,0,0,0,3,13211,6,400,2,4,4,5,5,0,0,0,6,0,1,2,0,-1.0,2,1
1,2,5,0,1,1,2,3,1,1,34,0,1,0,5,5588,4,400,2,4,4,1,6,0,0,0,6,0,1,0,1,-1.0,2,1
8,1,0,13,1,2,9,2,1,1,26,1,1,0,5,3979,3,500,3,4,4,0,6,0,0,0,0,2,1,0,1,-1.0,2,1
9,3,5,2,1,7,5,2,1,1,31,0,6,2,5,101,2,400,1,4,4,5,6,0,0,0,6,0,1,0,0,-1.0,2,1
2,5,0,17,1,7,5,2,1,1,26,0,0,0,0,8960,10,400,4,0,4,1,3,0,0,0,0,0,1,1,0,-1.0,0,1
5,4,3,6,1,1,6,5,1,1,19,0,4,1,5,5295,13,400,4,4,4,0,1,0,0,0,0,0,1,0,1,-1.0,2,1
7,3,2,17,0,1,1,1,1,1,55,0,0,0,0,2168,3,400,2,4,4,0,7,0,0,0,3,0,1,0,0,-1.0,0,1
8,3,6,17,1,1,9,3,1,1,55,0,1,0,5,3778,14,400,4,4,4,1,7,0,0,0,6,0,1,0,1,-1.0,2,1
6,2,1,13,1,5,7,3,1,1,37,0,0,0,0,4468,13,400,3,4,4,3,5,0,0,0,6,0,1,0,0,-1.0,0,1
3,3,4,13,1,2,4,3,1,1,49,0,0,0,1,10154,11,400,1,4,4,3,7,0,0,0,1,0,7,1,0,-1.0,1,1
10,5,1,9,0,7,10,1,1,1,46,0,0,0,0,7612,16,400,1,4,4,3,6,0,0,0,6,0,1,1,0,-1.0,0,1
7,2,3,9,1,2,8,3,0,1,44,0,0,0,1,2004,3,400,4,4,4,0,5,0,0,0,1,0,1,0,0,-1.0,1,1
2,4,4,2,1,2,5,1,1,1,26,0,1,0,1,233,12,400,2,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,1,1
3,1,1,9,1,2,4,1,1,1,36,0,0,0,1,9923,7,400,4,4,4,3,6,0,0,0,0,0,3,1,0,-1.0,1,1
10,3,1,6,1,6,11,3,1,1,66,0,4,1,5,15066,2,400,2,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,2,1
10,2,0,17,1,5,11,2,1,2,30,0,0,0,0,6994,9,400,3,4,4,3,5,0,0,0,0,4,2,1,0,-1.0,0,1
10,3,6,6,1,2,11,4,1,1,38,0,1,0,1,15088,3,400,2,4,4,0,6,0,0,0,1,0,1,2,1,-1.0,1,1
9,4,4,0,0,6,5,2,1,1,56,0,6,2,5,114,10,400,2,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,2,1
5,3,5,13,1,6,2,1,1,1,28,0,0,0,2,5181,1,400,2,4,4,5,6,0,0,0,1,0,1,0,0,-1.0,1,1
11,4,4,2,1,2,12,4,0,1,39,0,1,0,1,6590,16,400,2,4,4,3,4,0,0,0,1,0,1,1,1,-1.0,1,1
3,2,0,17,1,3,4,2,1,2,27,0,0,0,0,10032,9,400,2,0,4,0,5,0,0,0,0,0,1,1,0,-1.0,0,1
6,1,6,0,1,1,7,2,1,1,43,0,1,0,3,4146,5,400,3,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,2,1
1,1,0,2,0,1,2,1,1,2,47,0,7,2,5,5513,15,400,3,4,4,0,7,0,0,0,1,0,1,0,1,-1.0,2,1
8,1,1,6,1,6,9,1,1,1,39,0,1,0,1,11915,5,400,4,4,4,1,6,0,0,0,6,0,1,2,1,-1.0,1,1
7,4,2,13,1,1,1,1,1,1,42,0,0,0,1,2318,1,400,2,4,4,1,6,0,0,0,0,0,1,0,0,-1.0,1,1
1,1,4,17,1,2,2,2,1,1,38,0,1,0,1,5495,14,400,1,4,4,1,6,0,0,0,0,0,3,0,1,-1.0,1,1
9,1,2,5,1,7,10,2,1,1,30,1,0,0,3,9946,5,500,4,4,4,3,6,0,0,0,1,2,1,1,0,-1.0,2,1
8,1,0,6,1,7,9,2,1,0,30,0,0,0,2,3423,14,400,1,4,4,3,5,0,0,0,0,0,1,0,0,-1.0,1,1
